pose_file,t0_idx,t1_idx,timestamp_idx,sr,cam_traj_len,description_text
unc_basketball_03-31-23_02_26/part0000.npy,120,122,121,5.01481923541683,282,C bounces the ball while approaching the hoop.
unc_basketball_03-31-23_02_26/part0000.npy,125,127,126,5.01481923541683,282,C steps with his left knee.
unc_basketball_03-31-23_02_26/part0000.npy,127,129,128,5.01481923541683,282,C throws the basketball into the rim.
unc_basketball_03-31-23_02_26/part0000.npy,135,138,136,5.01481923541683,282,C catches the basketball with his right hand.
unc_basketball_03-31-23_02_26/part0000.npy,138,140,139,5.01481923541683,282,C bounces the ball while appraoching the three point line.
unc_basketball_03-31-23_02_26/part0000.npy,146,148,147,5.01481923541683,282,C bounces the ball while approaching the hoop.
unc_basketball_03-31-23_02_26/part0000.npy,151,153,152,5.01481923541683,282,C steps with his left knee.
unc_basketball_03-31-23_02_26/part0000.npy,153,155,154,5.01481923541683,282,C throws the basketball into the rim.
unc_basketball_03-31-23_02_26/part0000.npy,160,162,161,5.01481923541683,282,C catches the basketball with his right hand.
unc_basketball_03-31-23_02_26/part0000.npy,161,163,162,5.01481923541683,282,C bounces the ball while appraoching the three point line.
unc_basketball_03-31-23_02_26/part0000.npy,174,176,175,5.01481923541683,282,C bounces the ball while approaching the hoop.
unc_basketball_03-31-23_02_26/part0000.npy,179,181,180,5.01481923541683,282,C steps with his left knee.
unc_basketball_03-31-23_02_26/part0000.npy,181,183,182,5.01481923541683,282,C throws the basketball into the rim.
unc_basketball_03-31-23_02_26/part0000.npy,187,189,188,5.01481923541683,282,C catches the basketball with his right hand.
unc_basketball_03-31-23_02_26/part0000.npy,189,191,190,5.01481923541683,282,C bounces the ball while appraoching the three point line.
unc_basketball_03-31-23_02_26/part0000.npy,199,201,200,5.01481923541683,282,C bounces the ball while approaching the hoop.
unc_basketball_03-31-23_02_26/part0000.npy,204,206,205,5.01481923541683,282,C steps with his left knee.
unc_basketball_03-31-23_02_26/part0000.npy,206,208,207,5.01481923541683,282,C throws the basketball into the rim.
unc_basketball_03-31-23_02_26/part0000.npy,212,214,213,5.01481923541683,282,C catches the basketball with his hands.
unc_basketball_03-31-23_02_26/part0000.npy,213,216,214,5.01481923541683,282,C bounces the ball while appraoching the three point line.
unc_basketball_03-31-23_02_26/part0000.npy,225,228,227,5.01481923541683,282,C bounces the ball while approaching the hoop.
unc_basketball_03-31-23_02_26/part0000.npy,230,232,231,5.01481923541683,282,C steps with his left knee.
unc_basketball_03-31-23_02_26/part0000.npy,232,234,233,5.01481923541683,282,C throws the basketball into the rim.
unc_basketball_03-31-23_02_26/part0000.npy,239,242,240,5.01481923541683,282,C catches the basketball with his right hand.
unc_basketball_03-31-23_02_26/part0000.npy,240,242,241,5.01481923541683,282,C bounces the ball while appraoching the three point line.
unc_basketball_03-31-23_02_26/part0000.npy,253,256,255,5.01481923541683,282,C bounces the ball while approaching the hoop.
unc_basketball_03-31-23_02_26/part0000.npy,257,260,259,5.01481923541683,282,C steps with his left knee.
unc_basketball_03-31-23_02_26/part0000.npy,259,261,260,5.01481923541683,282,C throws the basketball into the rim.
unc_basketball_03-31-23_02_26/part0000.npy,267,269,268,5.01481923541683,282,C catches the basketball with his right hand.
unc_basketball_03-31-23_02_26/part0000.npy,268,270,269,5.01481923541683,282,C walks out of the 3 point line with the basketball.
unc_basketball_03-16-23_01_23/part0000.npy,7,10,8,5.010775835071251,310,C shoots a jump shot at the hoop with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,20,23,21,5.010775835071251,310,C catches the basketball with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,25,27,26,5.010775835071251,310,"C shoots a jump shot into the hoop with his right hand.
"
unc_basketball_03-16-23_01_23/part0000.npy,36,38,37,5.010775835071251,310,Man X passes the basketball to man C with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,42,44,43,5.010775835071251,310,C receives basketball from man X with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,46,48,47,5.010775835071251,310,"C shoots a jump shot into the hoop with his right hand.
"
unc_basketball_03-16-23_01_23/part0000.npy,54,57,55,5.010775835071251,310,Man X passes the basketball to man C with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,58,61,59,5.010775835071251,310,C receives basketball from man X with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,62,65,64,5.010775835071251,310,C shoots a jump shot at the hoop with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,69,72,71,5.010775835071251,310,Man X catches the basketball with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,72,74,73,5.010775835071251,310,Man X passes the basketball to man C with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,76,78,77,5.010775835071251,310,C receives basketball from man X with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,80,82,81,5.010775835071251,310,C shoots a jump shot at the hoop with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,90,92,91,5.010775835071251,310,Man X runs towards the basketball.
unc_basketball_03-16-23_01_23/part0000.npy,98,100,99,5.010775835071251,310,Man Y passes the basketball to man C with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,103,105,104,5.010775835071251,310,C receives basketball from man Y with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,110,112,111,5.010775835071251,310,C shoots a jump shot at the hoop with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,117,119,118,5.010775835071251,310,Man X catches the basketball with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,118,121,120,5.010775835071251,310,Man X passes the basketball to man C with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,122,124,123,5.010775835071251,310,C receives basketball from man X with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,126,128,127,5.010775835071251,310,C shoots a jump shot at the hoop with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,137,139,138,5.010775835071251,310,Man X passes the basketball to man C with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,141,143,142,5.010775835071251,310,C receives basketball from man X with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,144,147,146,5.010775835071251,310,C shoots a jump shot at the hoop with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,152,155,154,5.010775835071251,310,Man X catches the basketball with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,155,158,157,5.010775835071251,310,Man X passes the basketball to man C with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,159,162,161,5.010775835071251,310,C receives basketball from man X with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,163,166,165,5.010775835071251,310,C shoots a jump shot at the hoop with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,172,174,173,5.010775835071251,310,Man X walks towards the basketball.
unc_basketball_03-16-23_01_23/part0000.npy,176,178,177,5.010775835071251,310,Man X passes the basketball to man C with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,179,182,181,5.010775835071251,310,C receives basketball from man X with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,184,187,185,5.010775835071251,310,C shoots a jump shot at the hoop with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,194,197,195,5.010775835071251,310,C catches the basketball with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,202,205,203,5.010775835071251,310,"C shoots a jump shot into the hoop with his right hand.
"
unc_basketball_03-16-23_01_23/part0000.npy,212,215,214,5.010775835071251,310,Man X catches the basketball with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,214,217,215,5.010775835071251,310,Man X passes the basketball to man C with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,218,220,219,5.010775835071251,310,C receives basketball from man X with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,222,224,223,5.010775835071251,310,"C shoots a jump shot into the hoop with his right hand.
"
unc_basketball_03-16-23_01_23/part0000.npy,230,233,231,5.010775835071251,310,Man X catches the basketball with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,232,234,233,5.010775835071251,310,Man X passes the basketball to man C with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,235,238,237,5.010775835071251,310,C receives basketball from man X with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,239,242,240,5.010775835071251,310,"C shoots a jump shot into the hoop with his right hand.
"
unc_basketball_03-16-23_01_23/part0000.npy,251,253,252,5.010775835071251,310,Man X passes the basketball to man C with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,256,258,257,5.010775835071251,310,C receives basketball from man X with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,259,262,260,5.010775835071251,310,"C shoots a jump shot into the hoop with his right hand.
"
unc_basketball_03-16-23_01_23/part0000.npy,268,270,269,5.010775835071251,310,Man X rebounds the basketball with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,276,279,278,5.010775835071251,310,Man X passes the basketball to man C with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,280,282,281,5.010775835071251,310,C receives basketball from man X with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,283,286,285,5.010775835071251,310,"C shoots a jump shot into the hoop with his both hands.
"
unc_basketball_03-16-23_01_23/part0000.npy,293,295,294,5.010775835071251,310,Man X catches the basketball with his right hand.
unc_basketball_03-16-23_01_23/part0000.npy,296,299,298,5.010775835071251,310,Man X holds the basketball with his both hands.
unc_basketball_03-16-23_01_23/part0000.npy,303,306,304,5.010775835071251,310,Man X rebounds the basketball with his right hand.
iiith_soccer_023_2/part0000.npy,160,164,162,5.008077544426494,310,C kicks a ball with his right leg.
iiith_soccer_023_2/part0000.npy,164,169,167,5.008077544426494,310,C kicks a ball with his right leg.
iiith_soccer_023_2/part0000.npy,177,181,179,5.008077544426494,310,"C touches a ball with his right leg,"
iiith_soccer_023_2/part0000.npy,182,186,184,5.008077544426494,310,C kicks a ball with his left leg.
iiith_soccer_023_2/part0000.npy,185,189,187,5.008077544426494,310,C turns to the left.
iiith_soccer_023_2/part0000.npy,189,194,191,5.008077544426494,310,C stops a ball with his left leg.
iiith_soccer_023_2/part0000.npy,202,206,204,5.008077544426494,310,C shoots a ball at the goal with his right leg.
iiith_soccer_023_2/part0000.npy,210,214,212,5.008077544426494,310,C stops a ball with his right leg.
iiith_soccer_023_2/part0000.npy,213,217,215,5.008077544426494,310,C places his left leg on a ball.
iiith_soccer_023_2/part0000.npy,225,230,227,5.008077544426494,310,C shoots a ball at the goal with his right leg.
iiith_soccer_023_2/part0000.npy,238,242,240,5.008077544426494,310,C stops a ball with his right leg.
iiith_soccer_023_2/part0000.npy,257,261,259,5.008077544426494,310,C shoots a ball at the goal with his right leg.
iiith_soccer_023_2/part0000.npy,266,270,268,5.008077544426494,310,C runs towards a ball.
iiith_soccer_023_2/part0000.npy,272,277,274,5.008077544426494,310,C taps a ball with his right leg.
iiith_soccer_023_2/part0000.npy,280,284,282,5.008077544426494,310,C places his right leg on a ball.
iiith_soccer_023_2/part0000.npy,294,298,296,5.008077544426494,310,C shoots a ball at the goal with his left leg.
iiith_soccer_023_2/part0000.npy,306,309,308,5.008077544426494,310,C stops a ball with his left leg.
iiith_soccer_023_2/part0001.npy,0,3,1,5.013390492840871,312,C taps a ball with his right leg.
iiith_soccer_023_2/part0001.npy,12,16,14,5.013390492840871,312,C shoots a ball at the goal with his right leg.
iiith_soccer_023_2/part0001.npy,24,28,26,5.013390492840871,312,C stops a ball with his right leg.
iiith_soccer_023_2/part0001.npy,26,31,29,5.013390492840871,312,C taps a ball with his left leg.
iiith_soccer_023_2/part0001.npy,41,46,44,5.013390492840871,312,C kicks a ball at the goal with his left leg.
iiith_soccer_023_2/part0001.npy,61,65,63,5.013390492840871,312,The man O passes a ball wo C with his right leg.
iiith_soccer_023_2/part0001.npy,67,71,69,5.013390492840871,312,C taps a ball with his right leg.
iiith_soccer_023_2/part0001.npy,69,74,72,5.013390492840871,312,C taps a ball with his left leg.
iiith_soccer_023_2/part0001.npy,74,78,76,5.013390492840871,312,C places his right leg on a ball.
iiith_soccer_023_2/part0001.npy,89,93,91,5.013390492840871,312,C shoots a ball at the goal with his left  leg.
iiith_soccer_023_2/part0001.npy,96,100,98,5.013390492840871,312,C runs towards a ball.
iiith_soccer_023_2/part0001.npy,111,116,113,5.013390492840871,312,C holds the goal post with his right hand.
iiith_soccer_023_2/part0001.npy,113,118,115,5.013390492840871,312,C moves a ball with his right leg.
iiith_soccer_023_2/part0001.npy,116,121,119,5.013390492840871,312,C turns towards the right with the ball.
iiith_soccer_023_2/part0001.npy,121,125,123,5.013390492840871,312,C kicks a ball with his left leg.
iiith_soccer_023_2/part0001.npy,124,128,126,5.013390492840871,312,C taps a ball with his right leg.
iiith_soccer_023_2/part0001.npy,132,136,134,5.013390492840871,312,C taps a ball with his right leg.
iiith_soccer_023_2/part0001.npy,146,150,148,5.013390492840871,312,C shoots a ball at the goal with his left  leg.
iiith_soccer_023_2/part0001.npy,159,164,161,5.013390492840871,312,C stops a ball with his left leg.
iiith_soccer_023_2/part0001.npy,164,169,167,5.013390492840871,312,C taps a ball with his left leg.
iiith_soccer_023_2/part0001.npy,181,185,183,5.013390492840871,312,C shoots a ball at the goal with his left  leg.
iiith_soccer_023_2/part0001.npy,194,198,196,5.013390492840871,312,C stops a ball with his left leg.
iiith_soccer_023_2/part0001.npy,209,214,211,5.013390492840871,312,C kicks a ball with his right leg.
iiith_soccer_023_2/part0001.npy,217,221,219,5.013390492840871,312,C stops a ball with his left leg.
iiith_soccer_023_2/part0001.npy,223,227,225,5.013390492840871,312,C taps a ball with his left leg.
iiith_soccer_023_2/part0001.npy,227,231,229,5.013390492840871,312,C stops a ball with his right leg.
iiith_soccer_023_2/part0001.npy,243,248,245,5.013390492840871,312,C shoots a ball at the goal with his right leg.
iiith_soccer_023_2/part0001.npy,253,257,255,5.013390492840871,312,C stops a ball with his right leg.
iiith_soccer_023_2/part0001.npy,255,260,258,5.013390492840871,312,C stops a ball with his right leg.
iiith_soccer_023_2/part0001.npy,273,278,276,5.013390492840871,312,C shoots a ball at the goal with his right leg.
iiith_soccer_023_2/part0001.npy,290,294,292,5.013390492840871,312,C taps a ball with his right leg.
iiith_soccer_023_2/part0001.npy,292,297,294,5.013390492840871,312,C places his left leg on a ball.
iiith_soccer_023_2/part0001.npy,304,309,306,5.013390492840871,312,C shoots a ball at the goal with his left leg.
iiith_soccer_023_2/part0002.npy,0,3,1,5.017793549663758,188,C taps a ball with his right leg.
iiith_soccer_023_2/part0002.npy,0,5,3,5.017793549663758,188,C stops a ball with his left leg.
iiith_soccer_023_2/part0002.npy,18,23,20,5.017793549663758,188,C shoots a ball at the goal with his left leg.
iiith_soccer_023_2/part0002.npy,30,35,33,5.017793549663758,188,C stops a ball with his right leg.
iiith_soccer_023_2/part0002.npy,45,49,47,5.017793549663758,188,C shoots a ball at the goal with his right leg.
iiith_soccer_023_2/part0002.npy,62,66,64,5.017793549663758,188,C taps a ball with his right leg.
iiith_soccer_023_2/part0002.npy,64,69,67,5.017793549663758,188,C stops a ball with his left leg.
iiith_soccer_023_2/part0002.npy,78,83,80,5.017793549663758,188,C shoots a ball at the goal with his left leg.
iiith_soccer_023_2/part0002.npy,92,96,94,5.017793549663758,188,C taps a ball with his right leg.
iiith_soccer_023_2/part0002.npy,96,100,98,5.017793549663758,188,C stops a ball with his left leg.
iiith_soccer_023_2/part0002.npy,111,116,114,5.017793549663758,188,C shoots a ball at the goal with his right leg.
iiith_soccer_023_2/part0002.npy,129,133,131,5.017793549663758,188,C stops a ball with his right leg.
iiith_soccer_023_2/part0002.npy,143,147,145,5.017793549663758,188,C shoots a ball at the goal with his right leg.
iiith_soccer_023_2/part0002.npy,158,162,160,5.017793549663758,188,C taps a ball with his right leg.
iiith_soccer_023_2/part0002.npy,160,164,162,5.017793549663758,188,C stops a ball with his left leg.
iiith_soccer_023_2/part0002.npy,176,180,178,5.017793549663758,188,C shoots a ball at the goal with his left leg.
sfu_basketball_10_30/part0000.npy,9,10,10,5.011520795063603,145,C shoots a jump shot at the hoop with his right hand.
sfu_basketball_10_30/part0000.npy,13,15,14,5.011520795063603,145,The ball bounces off the rim.
sfu_basketball_10_30/part0000.npy,18,19,18,5.011520795063603,145,C rebounds the ball with his hands.
sfu_basketball_10_30/part0000.npy,22,24,23,5.011520795063603,145,C catches the ball with his left hand.
sfu_basketball_10_30/part0000.npy,24,25,25,5.011520795063603,145,C bounces the ball on the floor with his left hand.
sfu_basketball_10_30/part0000.npy,26,28,27,5.011520795063603,145,C catches the ball with his left hand.
sfu_basketball_10_30/part0000.npy,27,29,28,5.011520795063603,145,C holds the ball with his right hand.
sfu_basketball_10_30/part0000.npy,31,33,32,5.011520795063603,145,C shoots a jump shot at the hoop with his left hand.
sfu_basketball_10_30/part0000.npy,46,48,47,5.011520795063603,145,C catches the ball with his left hand.
sfu_basketball_10_30/part0000.npy,46,48,47,5.011520795063603,145,C holds the ball with his left hand.
sfu_basketball_10_30/part0000.npy,48,50,49,5.011520795063603,145,C shoots a jump shot at the hoop with his right hand.
sfu_basketball_10_30/part0000.npy,57,58,57,5.011520795063603,145,C catches the ball with his right hand.
sfu_basketball_10_30/part0000.npy,57,59,58,5.011520795063603,145,C holds the ball with his left hand.
sfu_basketball_10_30/part0000.npy,59,61,60,5.011520795063603,145,C shoots a jump shot at the hoop with his left hand.
sfu_basketball_10_30/part0000.npy,69,70,69,5.011520795063603,145,C catches the ball with his left hand.
sfu_basketball_10_30/part0000.npy,69,71,70,5.011520795063603,145,C holds the ball with his right hand.
sfu_basketball_10_30/part0000.npy,71,73,72,5.011520795063603,145,C shoots a jump shot at the hoop with his right hand.
sfu_basketball_10_30/part0000.npy,82,84,83,5.011520795063603,145,C catches the ball with his right hand.
sfu_basketball_10_30/part0000.npy,84,86,85,5.011520795063603,145,C passes the ball to his left hand.
sfu_basketball_10_30/part0000.npy,85,87,86,5.011520795063603,145,C shoots a jump shot at the hoop with his left hand.
sfu_basketball_10_30/part0000.npy,93,94,93,5.011520795063603,145,C catches the ball with his left hand.
sfu_basketball_10_30/part0000.npy,93,95,94,5.011520795063603,145,C holds the ball with his right hand.
sfu_basketball_10_30/part0000.npy,97,98,97,5.011520795063603,145,C shoots a jump shot at the hoop with his right hand.
sfu_basketball_10_30/part0000.npy,104,106,105,5.011520795063603,145,C catches the ball with his right hand.
sfu_basketball_10_30/part0000.npy,107,108,107,5.011520795063603,145,C passes the ball to his left hand.
sfu_basketball_10_30/part0000.npy,109,110,110,5.011520795063603,145,C shoots a jump shot at the hoop with his left hand.
sfu_basketball_10_30/part0000.npy,115,117,116,5.011520795063603,145,C catches the ball with his left hand.
sfu_basketball_10_30/part0000.npy,116,118,117,5.011520795063603,145,C holds the ball with his right hand.
sfu_basketball_10_30/part0000.npy,119,121,120,5.011520795063603,145,C shoots a jump shot at the hoop with his right hand.
sfu_basketball_10_30/part0000.npy,128,130,129,5.011520795063603,145,C catches the ball with his right hand.
sfu_basketball_10_30/part0000.npy,130,132,131,5.011520795063603,145,C passes the ball to his left hand.
sfu_basketball_10_30/part0000.npy,133,135,134,5.011520795063603,145,C shoots a jump shot at the hoop with his left hand.
sfu_basketball_10_30/part0000.npy,140,142,141,5.011520795063603,145,The ball bounces off the rim.
uniandes_bouldering_029_59/part0000.npy,9,14,11,5.025227094099163,166,C crawls towards a bouldering wall.
uniandes_bouldering_029_59/part0000.npy,15,20,18,5.025227094099163,166,C observes the bouldering wall.
uniandes_bouldering_029_59/part0000.npy,16,21,19,5.025227094099163,166,C places her right foot on an orange foothold.
uniandes_bouldering_029_59/part0000.npy,20,25,22,5.025227094099163,166,C places her left foot on an orange foothold.
uniandes_bouldering_029_59/part0000.npy,52,57,54,5.025227094099163,166,C observes the bouldering wall.
uniandes_bouldering_029_59/part0000.npy,92,97,94,5.025227094099163,166,C grabs a pink hand hold with her left hand.
uniandes_bouldering_029_59/part0000.npy,93,99,96,5.025227094099163,166,C grabs a pink hand hold with her right hand.
uniandes_bouldering_029_59/part0000.npy,123,128,125,5.025227094099163,166,C grabs a pink hand hold with her right hand.
uniandes_bouldering_029_59/part0000.npy,137,142,139,5.025227094099163,166,C places her right foot on an orange foothold.
uniandes_bouldering_029_59/part0000.npy,143,149,146,5.025227094099163,166,C places her left foot on a purple foothold.
uniandes_bouldering_029_59/part0000.npy,150,155,153,5.025227094099163,166,C touches a pink hand hold with her left hand.
uniandes_bouldering_029_59/part0000.npy,151,157,154,5.025227094099163,166,C falls off of the bouldering wall.
uniandes_bouldering_029_59/part0000.npy,152,157,155,5.025227094099163,166,C lands on the mat.
uniandes_bouldering_032_21/part0000.npy,8,15,11,5.005399595061553,309,C walks towards the bouldering wall.
uniandes_bouldering_032_21/part0000.npy,12,20,16,5.005399595061553,309,C grabs the teal handhold with his right hand.
uniandes_bouldering_032_21/part0000.npy,15,22,19,5.005399595061553,309,C reads the manual with the climbing routes in his left hand.
uniandes_bouldering_032_21/part0000.npy,26,33,30,5.005399595061553,309,C touches the teal handhold with his left hand.
uniandes_bouldering_032_21/part0000.npy,29,36,33,5.005399595061553,309,C reads the manual with the climbing routes in his left hand.
uniandes_bouldering_032_21/part0000.npy,38,45,41,5.005399595061553,309,C passes the manual with the climbing routes from his left hand to his right hand.
uniandes_bouldering_032_21/part0000.npy,39,46,43,5.005399595061553,309,C grabs the teal handhold with his left hand.
uniandes_bouldering_032_21/part0000.npy,58,65,61,5.005399595061553,309,C observes the bouldering wall.
uniandes_bouldering_032_21/part0000.npy,69,76,72,5.005399595061553,309,C touches the teal handhold with his left finger.
uniandes_bouldering_032_21/part0000.npy,71,78,74,5.005399595061553,309,C observes the bouldering wall.
uniandes_bouldering_032_21/part0000.npy,208,215,211,5.005399595061553,309,C places the manual with the climbing routes on the mat with his right hand.
uniandes_bouldering_032_21/part0000.npy,210,217,214,5.005399595061553,309,C observes the bouldering wall.
uniandes_bouldering_032_21/part0001.npy,0,4,0,5.025380710659897,99,C grabs the teal handhold with his left hand.
uniandes_bouldering_032_21/part0001.npy,4,11,7,5.025380710659897,99,C places his left foot on the bouldering wall.
uniandes_bouldering_032_21/part0001.npy,4,11,7,5.025380710659897,99,C places his right foot on the bouldering wall.
uniandes_bouldering_032_21/part0001.npy,7,14,10,5.025380710659897,99,C grabs the teal handhold with both hands..
uniandes_bouldering_032_21/part0001.npy,28,35,32,5.025380710659897,99,C places his left foot on the blue foothold.
uniandes_bouldering_032_21/part0001.npy,42,49,45,5.025380710659897,99,C grabs the teal handhold with his left hand.
uniandes_bouldering_032_21/part0001.npy,49,56,53,5.025380710659897,99,C places his right foot on the bouldering wall.
uniandes_bouldering_032_21/part0001.npy,53,60,57,5.025380710659897,99,C grabs the teal handhold with his right hand.
uniandes_bouldering_032_21/part0001.npy,62,69,66,5.025380710659897,99,C places his right foot on the bouldering wall.
uniandes_bouldering_032_21/part0001.npy,64,71,68,5.025380710659897,99,C grabs the blue handhold with his left hand.
uniandes_bouldering_032_21/part0001.npy,75,82,79,5.025380710659897,99,C places his right foot on the bouldering wall.
uniandes_bouldering_032_21/part0001.npy,84,92,88,5.025380710659897,99,C jumps off the bouldering wall.
uniandes_bouldering_032_21/part0001.npy,85,92,88,5.025380710659897,99,C lands on the mat.
cmu_bike05_6/part0000.npy,17,22,20,5.010121432135012,330,C picks a towel from the the tool shelf with his left hand.
cmu_bike05_6/part0000.npy,19,25,22,5.010121432135012,330,C picks a degreaser spray bottle from the tool shelf with his right hand.
cmu_bike05_6/part0000.npy,22,27,24,5.010121432135012,330,C shakes the degreaser spray bottle with his right hand.
cmu_bike05_6/part0000.npy,25,30,28,5.010121432135012,330,C sprays the towel in his left hand with the degreaser spray bottle in his right hand.
cmu_bike05_6/part0000.npy,34,40,37,5.010121432135012,330,C places the degreaser spray bottle on the tool shelf with his right hand.
cmu_bike05_6/part0000.npy,40,45,43,5.010121432135012,330,C holds the towel with both hands.
cmu_bike05_6/part0000.npy,45,50,47,5.010121432135012,330,C holds the towel with his left hand.
